X,Y,ID,FacilityID,LotName,Community,CD,Address,City,State,Zipcode,Lat,Lon,ConvenientTo,Entrance,Operator,Type,Phone,Hours,HourlyCost,DailyCost,MonthlyCost,SpecialFeatures,Spaces,Status,TOOLTIP,NLA_URL
-118.441689164348105,34.04835687786457,355,748,Santa Monica & Sepulveda Parking Lot,West Los Angeles,5,11010 Santa Monica Blvd,Los Angeles,CA,90025,34.048352,-118.441677,Shops,Santa Monica Blvd (south service road) east of Camden Ave, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Mon-Sat,$1.00,$4.00/10 hrs,N/A,10 hrs max time limit,24,Operational,"Santa Monica & Sepulveda Parking Lot\n11010 Santa Monica Blvd, Los Angeles CA 90025",navigatela/reports/dot_city_parking_lots.cfm?pk=355
-118.341656145994662,34.039701882215546,356,749,Washington & Palm Grove Parking Lot ,Longwood,10,4702 W Washington Blvd,Los Angeles,CA,90016,34.039697,-118.341644,Nate Holden Performing Arts Center & shops,Washington Blvd west of Palm Grove Ave, lot operated by Cultural Affairs Department,Free,311,,,,,Managed by Cultural Affairs Dept,7,Operational,"Washington & Palm Grove Parking Lot \n4702 W Washington Blvd, Los Angeles CA 90016",navigatela/reports/dot_city_parking_lots.cfm?pk=356
-118.340221145982596,34.039640882290875,357,750,Claudina & Washington Parking Lot,Longwood,10,4600 W Washington Blvd,Los Angeles,CA,90016-1728,34.039636,-118.340209,Nate Holden Performing Arts Center & shops,(1) Vineyard Ave south of Washington Blvd<br />(2) Claudina Ave south of Washington Blvd , lot operated by Cultural Affairs Department,Free,311,,,,,Managed by Cultural Affairs Dept,22,Operational,"Claudina & Washington Parking Lot\n4600 W Washington Blvd, Los Angeles CA 90016-1728",navigatela/reports/dot_city_parking_lots.cfm?pk=357
-118.339790146277608,34.040248882841688,358,751,Vineyard & Washington Parking Lot,Lafayette Square,10,4601 W Washington Blvd,Los Angeles,CA,90016-1721,34.040244,-118.339778,Nate Holden Performing Arts Center & shops,Vineyard Ave north of W Washington Blvd, lot operated by Cultural Affairs Department,Free,311,,,,,Managed by Cultural Affairs Dept,60,Operational,"Vineyard & Washington Parking Lot\n4601 W Washington Blvd, Los Angeles CA 90016-1721",navigatela/reports/dot_city_parking_lots.cfm?pk=358
-118.446677175934539,34.184319892667595,359,752,San Fernando Valley Civic Center Parking Garage,Van Nuys,6,6265 Sylmar Ave,Van Nuys,CA,91401,34.184315,-118.446665,San Fernando Valley Civic Center & shops,Sylmar Ave south of Sylvan St,by General Services Dept,Operated,213-473-5556,"6:30am-6pm Mon-Wed & Fri, 6:30am-7pm Thu",$2.00,$8.00,$75.00,"Max height clearance 8 feet 2 inches, 7 feet 2 inches on level B2 & down",302,Operational,"San Fernando Valley Civic Center Parking Garage\n6265 Sylmar Ave, Van Nuys CA 91401",navigatela/reports/dot_city_parking_lots.cfm?pk=359
-118.236930129890126,34.050409889417921,360,753,Mangrove Parking Lot,Downtown,9,414 E Temple St,Los Angeles,CA,90012,34.050405,-118.236918,Civic Center & Little Tokyo,"Temple St, 1st St & Alameda St",by General Services Dept,Operated,213-473-5556,"5:30am-4pm Mon-Fri; 9am-5:30pm Sat",$5.00 flat,$5.00,$60.00,After 4pm & all day Sunday: honor box only,476,Operational,"Mangrove Parking Lot\n414 E Temple St, Los Angeles CA 90012",navigatela/reports/dot_city_parking_lots.cfm?pk=360
-118.244346131105644,34.049534888979665,361,755,Los Angeles & 2nd Parking Lot,Downtown,9,237 S Los Angeles St,Los Angeles,CA,90012,34.04953,-118.244334,Civic Center & Little Tokyo,S Los Angeles St south of E 2nd St,by General Services Dept,Operated,213-473-5556,6am-3:30pm Mon-Fri,$2.00,$8.00,$90.00,$4.00 flat rate after 2pm,63,,"Los Angeles & 2nd Parking Lot\n237 S Los Angeles St, Los Angeles CA 90012",navigatela/reports/dot_city_parking_lots.cfm?pk=361
-118.248322130470527,34.043279887958725,362,758,Maple & 7th Parking Garage,Downtown,9,636 Maple Ave,Los Angeles,CA,90014-2212,34.043275,-118.24831,Wholesale District,Maple Ave north of 7th St,"by Parking Concepts, Inc",Operated,213-623-4292,"7am-7pm Mon-Fri, 8am-4pm Sat, Closed Sun",$3.00 flat,$3.00,$100.00,"LADOT leases 140 space in facility owned by MJW Investments; max height clearance 8 feet 2 inches",140,Operational,"Maple & 7th Parking Garage\n636 Maple Ave, Los Angeles CA 90014-2212",navigatela/reports/dot_city_parking_lots.cfm?pk=362
-118.471905163789742,33.987584869149018,363,761,Pacific & Windward Parking Lot,Venice,11,1608 S Pacific Ave,Los Angeles,CA,90291-5112,33.98758,-118.471893,"Venice beach, restaurants & shops",Venice Way at the corner of S Pacific Ave, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,8am-6pm Daily,"$2.00/hr May 1-Sep 30; $1.00/hr Oct 1-Apr 30","$2.00 May 1-Sep 30; $1.00 Oct 1-Apr 30",N/A,1 hour max time limit,14,,"Pacific & Windward Parking Lot\n1608 S Pacific Ave, Los Angeles CA 90291-5112",navigatela/reports/dot_city_parking_lots.cfm?pk=363
-118.467050176353709,34.152744887855611,364,762,Dickens & Sepulveda Parking Lot,Sherman Oaks,5,15314 W Dickens St,Sherman Oaks,CA,91403,34.15274,-118.467038,"Sherman Oaks Galleria, restaurants & shops","Dickens St west of Sepulveda Blvd, south of Ventura Blvd", - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$1.00,$2.00/2 hrs,N/A,2 hrs max time limit,42,,"Dickens & Sepulveda Parking Lot\n15314 W Dickens St, Sherman Oaks CA 91403",navigatela/reports/dot_city_parking_lots.cfm?pk=364
-118.240250129890413,34.051373889128335,365,763,Aiso Street Parking Garage,Little Tokyo,9,101 N Judge John Aiso St,Los Angeles,CA,90012,34.051369,-118.240238,Little Tokyo and Civic Center,North Judge John Aiso Street north of 1st Street,by General Services Dept,Operated,213-473-5556,"6am-midnight Mon-Thu, 6am-2am Fri, 9am-2am Sat, 9am-10pm Sun","$1.00/hr first 2 hrs, $3.00 third hr, $1.50/15 minutes until max of $14.00",$14.00,$90.00,$3.00 flat rate after 5pm,300,,"Aiso Street Parking Garage\n101 N Judge John Aiso St, Los Angeles CA 90012",navigatela/reports/dot_city_parking_lots.cfm?pk=365
-118.331244141923548,34.005274879111951,366,764,Degnan & 43rd Parking Lot,Leimert Park,8,4318 Degnan Blvd,Los Angeles,CA,90008-4570,34.00527,-118.331232,"Vision Theatre, restaurants & shops",Degnan Blvd between 43rd St & 43rd Pl, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$0.50,$2.50,N/A,No overnight parking 2am-6am nightly,93,,"Degnan & 43rd Parking Lot\n4318 Degnan Blvd, Los Angeles CA 90008-4570",navigatela/reports/dot_city_parking_lots.cfm?pk=366
-118.288639113683232,33.737944851509113,367,766,Pacific & 7th Parking Lot,San Pedro,15,528 W 7th St,San Pedro,CA,90731,33.73794,-118.288627,,7th St west of Pacific Ave,,Free,311,8am-8pm Daily,Free,Free,N/A,"3 hrs max time limit, no overnight parking 2am-6am nightly",39,,"Pacific & 7th Parking Lot\n528 W 7th St, San Pedro CA 90731",navigatela/reports/dot_city_parking_lots.cfm?pk=367
-118.454408174285021,34.151700888065001,368,799,Ventura & Willis Parking Lot,Sherman Oaks,5,14758 Ventura Blvd,Sherman Oaks,CA,91403-3542,34.151696,-118.454396,"Sherman Oaks Village, restaurants & shops",Ventura Blvd east of Willis Ave, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$0.50,$1.00/2 hrs,N/A,2 hrs max time limit,20,Operational,"Ventura & Willis Parking Lot\n14758 Ventura Blvd, Sherman Oaks CA 91403-3542",navigatela/reports/dot_city_parking_lots.cfm?pk=368
-118.598911207065626,34.252945891409546,369,ML,Chatsworth Metrolink Station,,,10040 Old Depot Plaza Rd,Chatsworth,CA,91311,34.252941,-118.598899,,,,,,,,,,,,,"Chatsworth Metrolink Station\n10040 Old Depot Plaza Rd, Chatsworth CA 91311",navigatela/reports/dot_city_parking_lots.cfm?pk=369
-118.544977196125842,34.229647891694974,370,ML,Northridge Metrolink Station,,,8801 Wilbur Ave,Northridge,CA,91324,34.229643,-118.544965,,,,,,,,,,,,,"Northridge Metrolink Station\n8801 Wilbur Ave, Northridge CA 91324",navigatela/reports/dot_city_parking_lots.cfm?pk=370
-118.372287166734367,34.22197890106375,371,ML,Sun Valley Metrolink Station,,,8358 San Fernando Rd,Sun Valley,CA,91352,34.221974,-118.372275,,,,,,,,,,,,,"Sun Valley Metrolink Station\n8358 San Fernando Rd, Sun Valley CA 91352",navigatela/reports/dot_city_parking_lots.cfm?pk=371
-118.451952185887279,34.294204904374709,372,ML,Sylmar/San Fernando Metrolink Station,,,12200 Frank Modugno Dr,Sylmar,CA,91342,34.2942,-118.45194,,,,,,,,,,,,,"Sylmar/San Fernando Metrolink Station\n12200 Frank Modugno Dr, Sylmar CA 91342",navigatela/reports/dot_city_parking_lots.cfm?pk=372
-118.448645178575973,34.210441895110407,373,ML,Van Nuys Amtrak/Metrolink Station,,,7700 Van Nuys Blvd,Van Nuys,CA,91405,34.210437,-118.448633,,,,,,,,,,,,,"Van Nuys Amtrak/Metrolink Station\n7700 Van Nuys Blvd, Van Nuys CA 91405",navigatela/reports/dot_city_parking_lots.cfm?pk=373
